C_MODULAR;CENTRO_EDUCATIVO;NIVEL;TIPO;DIRECCION;DISTRITO;UBIGEO;COORDENADAS;TOTAL
648816;JESUALDO;Secundaria;Privada;CALLE MANCO SEGUNDO 2137  - LINCE;LINCE;150116;-12.08335,-77.04636;60
760447;CHRISTA MC AULIFFE;Secundaria;Privada;JIRON PACHACUTEC 2169  - LINCE;LINCE;150116;-12.08359,-77.04572;38
689505;SAINT PATRICK;Inicial - Cuna-jardÍn;Privada;JIRON TNTE ARISTIDES DEL CARPIO 1625 LAS CIPRESES AVEP - LIMA CERCADO;LIMA;150101;-12.05636,-77.07814;...
826347;GOTITA DE CIELO;Inicial - JardÍn;Privada;JIRON PEZET Y MONELL 2184  - LINCE;LINCE;150116;-12.08748,-77.04207;...
826677;ALBERT EINSTEIN;Primaria;Privada;JIRON CORONEL MANUEL GOMEZ 177  - LINCE;LINCE;150116;-12.08112,-77.0371;166
826859;ALBERT EINSTEIN;Secundaria;Privada;AVENIDA MILITAR 1886  - LINCE;LINCE;150116;-12.08298,-77.03166;140
826982;ALBERTO BENJAMIN SIMPSON;Secundaria;Privada;AVENIDA AREQUIPA 2335  - LINCE;LINCE;150116;-12.08747,-77.03383;190
902320;DIVINA TRINIDAD;Inicial - JardÍn;Privada;AVENIDA IGNACIO MERINO 1862  - LINCE;LINCE;150116;-12.08288,-77.03279;23
902411;ALBERTO BENJAMIN SIMPSON;Inicial - JardÍn;Privada;AVENIDA AREQUIPA 2335  - LINCE;LINCE;150116;-12.08747,-77.03383;36
1073071;ALBORADA;Primaria;Privada;JIRON MANUEL CANDAMO 253  - LINCE;LINCE;150116;-12.08228,-77.03414;63
915710;MARIA INMACULADA;Primaria;Privada;AVENIDA CANEVARO 742  - LINCE;LINCE;150116;-12.08434,-77.04093;1
915538;1070 MELITON CARVAJAL;Inicial - JardÍn;Pública de gesti¢n directa;AVENIDA LEONIDAS YEROVI 2120  - LINCE;LINCE;150116;-12.08481,-77.02604;248
1072008;MARIA INMACULADA;Inicial - JardÍn;Privada;AVENIDA CANEVARO 742  - LINCE;LINCE;150116;-12.08434,-77.04093;7
1072040;APLICACION SAN MARCOS;Secundaria;Pública de gesti¢n directa;JIRON CAPAC YUPANQUI 1700  - LINCE;LINCE;150116;-12.08309,-77.042;220
902866;ARCO IRIS;Inicial - JardÍn;Privada;CALLE JUAN BIELOVUCIC 1399  - LINCE;LINCE;150116;-12.08901,-77.04553;23
902924;ALBERT EINSTEIN;Inicial - JardÍn;Privada;JIRON CORONEL MANUEL GOMEZ 177  - LINCE;LINCE;150116;-12.08112,-77.0371;42
1097781;HANS CHRISTIAN ANDERSEN;Secundaria;Privada;AVENIDA BOLIVIA 755  - BREÑA;BREÑA;150105;-12.05671,-77.04563;152
1098250;JESUS DIVINO CREADOR;Secundaria;Privada;JIRON CARHUAZ 1443 CHACRA COLORADA - BREÑA;BREÑA;150105;-12.05464,-77.0565;98
331611;MARIA AUXILIADORA;Primaria;Privada;JIRON SANTA MARIA MAZZARELLO (OLMEDO) 120 NOSIGLIA - BREÑA;BREÑA;150105;-12.06274,-77.04491;355
337279;SANTISIMO SALVADOR;Secundaria;Privada;JIRON ANCASH 880 BARRIOS ALTOS - LIMA CERCADO;LIMA;150101;-12.04765,-77.022;97
1048990;1154 NUESTRA SEÑORA DEL CARMEN;Secundaria;Pública de gesti¢n directa;JIRON ELVIRA GARCIA Y GARCIA S/N MIRONES - LIMA CERCADO;LIMA;150101;-12.0526,-77.06866;365
466169;ESPAÑA;Inicial - JardÍn;Privada;AVENIDA ESPAÑA 617 BREÑA - BREÑA;BREÑA;150105;-12.0583,-77.04345;6
336339;1003 REPUBLICA DE COLOMBIA;Primaria;Pública de gesti¢n directa;JIRON CHAMAYA 422 CHACRA COLORADA - BREÑA;BREÑA;150105;-12.05244,-77.05322;156
510396;1003 REPUBLICA DE COLOMBIA;Secundaria;Pública de gesti¢n directa;JIRON CHAMAYA 422 CHACRA COLORADA - BREÑA;BREÑA;150105;-12.05244,-77.05322;133
826941;SANTISIMO SEÑOR DE LUREN;Secundaria;Privada;JIRON CASTROVIRREYNA 458  - BREÑA;BREÑA;150105;-12.06608,-77.05271;110
729723;TRINIDAD;Inicial - JardÍn;Privada;JIRON GENERAL CORDOVA 2428  - LINCE;LINCE;150116;-12.08856,-77.03754;21
340281;1057 JOSE BAQUIJANO Y CARRILLO;Secundaria;Pública de gesti¢n directa;JIRON MANUEL GOMEZ 651  - LINCE;LINCE;150116;-12.08181,-77.0414;545
915504;1057 JOSE BAQUIJANO Y CARRILLO;Primaria;Pública de gesti¢n directa;JIRON MANUEL GOMEZ 651  - LINCE;LINCE;150116;-12.08181,-77.0414;311
1099738;SANTA MARIA DEL CARMEN;Primaria;Privada;JIRON LEON VELARDE 451  - LINCE;LINCE;150116;-12.08333,-77.03973;1
1097500;MI HOGAR Y ESCUELA;Inicial - JardÍn;Privada;JIRON BRIG PUMACAHUA 2250  - LINCE;LINCE;150116;-12.08426,-77.04375;46
1099696;SANTA MARIA DEL CARMEN;Inicial - JardÍn;Privada;JIRON LEON VELARDE 451  - LINCE;LINCE;150116;-12.08333,-77.03973;148
336545;VIRGO POTENS;Secundaria;Pública de gesti¢n privada;JIRON PUNO 1731 BARRIOS ALTOS - LIMA CERCADO;LIMA;150101;-12.055,-77.01568;954
1098946;MARIA REINA DE LA PAZ;Primaria;Privada;AVENIDA ALMIRANTE GUISSE 2670 LINCE - LINCE;LINCE;150116;-12.09069,-77.03816;...
1169929;ASOCIACION COLEGIO MARIA ALVARADO;Inicial - JardÍn;Privada;AVENIDA 28 DE JULIO 249 CERCADO - LIMA CERCADO;LIMA;150101;-12.06495,-77.04391;119
1168590;MI BUEN JESUS;Primaria;Privada;AVENIDA ENRIQUE MEIGGS 1532 EL PLANETA - LIMA CERCADO;LIMA;150101;-12.03867,-77.06274;89
1169127;1145 REPUBLICA DE VENEZUELA;Inicial - JardÍn;Pública de gesti¢n directa;JIRON CALLAO 773 LIMA CERCADO - LIMA CERCADO;LIMA;150101;-12.04199,-77.03806;44
1169846;ELIM;Inicial - JardÍn;Privada;JIRON PALCA 128 CERCADO - LIMA CERCADO;LIMA;150101;-12.0632,-77.0404;38
1168921;INGENIERO JORGE CABRERA TAPIA;Primaria;Privada;JIRON NATALIO SANCHEZ 175 SANTA BEATRIZ - LIMA CERCADO;LIMA;150101;-12.07049,-77.03755;...
1169390;INGENIERO JORGE CABRERA TAPIA;Secundaria;Privada;JIRON NATALIO SANCHEZ 175 SANTA BEATRIZ - LIMA CERCADO;LIMA;150101;-12.07049,-77.03755;...
1049030;SANTISIMA TRINIDAD;Inicial - JardÍn;Privada;JIRON HOLANDA 2456 CHACRA RIOS NORTE - LIMA CERCADO;LIMA;150101;-12.05127,-77.0644;123
1169481;CORAZON INMACULADO DE MARIA;Primaria;Privada;AVENIDA SANTA TEODOSIA 333 PANDO - LIMA CERCADO;LIMA;150101;-12.06341,-77.07446;121
1169168;DIVINO REDENTOR;Secundaria;Privada;AVENIDA LA ALBORADA 1720 LAS CIPRESES AVEP - LIMA CERCADO;LIMA;150101;-12.06639,-77.0675;59
1098904;MARIA REINA DE LA PAZ;Inicial - JardÍn;Privada;AVENIDA ALMIRANTE GUISSE 2670 LINCE - LINCE;LINCE;150116;-12.09069,-77.03816;...
1098987;MARIA REINA DE LA PAZ;Secundaria;Privada;AVENIDA ALMIRANTE GUISSE 2670 LINCE - LINCE;LINCE;150116;-12.09069,-77.03816;0
760439;MICAELA BASTIDAS DE CONDORCANQUI;Secundaria;Pública de gesti¢n directa;JIRON PEZET Y MONEL 2074  - LINCE;LINCE;150116;-12.08644,-77.04226;148
1169515;FRIEDRICH GAUSS;Primaria;Privada;JIRON JOAQUIN CAPELLO 3201 MIRONES BAJOS - LIMA CERCADO;LIMA;150101;-12.037282,-77.080767;37
561969;NUESTRA SEÑORA DE LA MERCED;Inicial - JardÍn;Privada;AVENIDA NICOLAS DUEÑAS 267 SAN FERNANDO - LIMA CERCADO;LIMA;150101;-12.03737,-77.06633;42
1098227;VIRGEN DE LA MEDALLA MILAGROSA;Primaria;Privada;JIRON EDUARDO TERRY 1540 PARQUE UNION - LIMA CERCADO;LIMA;150101;-12.04353,-77.0619;3
1098938;DIVINA TRINIDAD;Primaria;Privada;AVENIDA IGNACIO MERINO 1862  - LINCE;LINCE;150116;-12.08288,-77.03279;103
1099142;DIVINA TRINIDAD;Secundaria;Privada;AVENIDA IGNACIO MERINO 1862  - LINCE;LINCE;150116;-12.08288,-77.03279;64
1235746;GOTITA DE CIELO;Primaria;Privada;JIRON PEZET Y MONELL 2184  - LINCE;LINCE;150116;-12.08748,-77.04207;...
1235860;FRANCISCO COLL;Primaria;Privada;CALLE ARISTIDES DEL CARPIO 1164 LAS CIPRESES AVEP - LIMA CERCADO;LIMA;150101;-12.05077,-77.07661;123
1240308;SANTA TERESITA DEL INSTITUTO MATERNO PERINATAL;Inicial - Cuna-jardÍn;Pública de gesti¢n directa;JIRON CANGALLO 550 BARRIOS ALTOS - LIMA CERCADO;LIMA;150101;-12.05299,-77.02197;18
1240423;BHONNER;Secundaria;Privada;AVENIDA CESAR CANEVARO 978  - LINCE;LINCE;150116;-12.08464,-77.04338;29
1240340;JHON ROCKEFELLER;Inicial - Cuna-jardÍn;Privada;JIRON MORONA 265  - BREÑA;BREÑA;150105;-12.05129,-77.05092;156
632620;MIGUEL ANGEL;Inicial - JardÍn;Privada;JIRON SANTA AURELIA 308 PANDO - LIMA CERCADO;LIMA;150101;-12.06383,-77.07625;24
1235183;MARIA DE LAS NIEVES;Inicial - JardÍn;Privada;AVENIDA MORALES DUAREZ 2753 MIRONES BAJOS - LIMA CERCADO;LIMA;150101;-12.03568,-77.07582;14
1240464;SAN JUAN MASIAS;Inicial - JardÍn;Privada;JIRON MARIANO MORENO 187  - BREÑA;BREÑA;150105;-12.05591,-77.05087;7
496323;SEÑOR DE LUREN;Inicial - JardÍn;Privada;JIRON CRESPO Y CASTILLO 2401 MIRONES BAJOS - LIMA CERCADO;LIMA;150101;-12.03663,-77.07231;21
1048875;1032 REPUBLICA DEL BRASIL;Inicial - JardÍn;Pública de gesti¢n directa;JIRON CANGALLO 731 BARRIOS ALTOS - LIMA CERCADO;LIMA;150101;-12.05586,-77.02194;29
647917;NUESTRA SEÑORA DEL BUEN CONSEJO;Inicial - Cuna-jardÍn;Privada;JIRON POMABAMBA 612  - BREÑA;BREÑA;150105;-12.05119,-77.04844;72
1241389;MI KUKULI;Inicial - JardÍn;Privada;JIRON LEON VELARDE 743  - LINCE;LINCE;150116;-12.08365,-77.04235;7
1241942;LA SORBONA;Primaria;Privada;AVENIDA 9 DE DICIEMBRE 390 CERCADO - LIMA CERCADO;LIMA;150101;-12.05985,-77.03998;50
1241983;LA SORBONA;Secundaria;Privada;AVENIDA 9 DE DICIEMBRE 390 CERCADO - LIMA CERCADO;LIMA;150101;-12.05985,-77.03998;52
1242189;LA SALLE;Inicial - JardÍn;Privada;AVENIDA ARICA 601 BREÑA - BREÑA;BREÑA;150105;-12.058714,-77.04789;153
1242221;SAN ANDRES;Inicial - JardÍn;Privada;AVENIDA PETIT THOUARS 179 SANTA BEATRIZ - LIMA CERCADO;LIMA;150101;-12.06483,-77.03619;37
1242387;SAN JUAN MASIAS;Primaria;Privada;JIRON MARIANO MORENO 187  - BREÑA;BREÑA;150105;-12.05591,-77.05087;14
1242437;SACO OLIVEROS DE SANTA BEATRIZ;Secundaria;Privada;AVENIDA AREQUIPA 1268 SANTA BEATRIZ - LIMA CERCADO;LIMA;150101;-12.07745,-77.03566;344
1242510;0095 MARIA AUXILIADORA;Secundaria;Pública de gesti¢n directa;AVENIDA MATERIALES 2005 PALERMO - LIMA CERCADO;LIMA;150101;-12.04113,-77.06812;235
1243476;HONORES DE BREÑA;Secundaria;Privada;JIRON HUANCABAMBA 1120  - BREÑA;BREÑA;150105;-12.059602,-77.052108;84
1243518;SANTISIMO SALVADOR;Inicial - JardÍn;Privada;JIRON ANCASH 880 BARRIOS ALTOS - LIMA CERCADO;LIMA;150101;-12.04765,-77.022;40
1243872;SANTA MARIA DE LIMA;Inicial - JardÍn;Privada;CALLE MARIA PARADO DE BELLIDO MZ G2 LOTE 39 1 DE OCTUBRE - LIMA CERCADO;LIMA;150101;-12.03928,-77.06267;74
1243914;SANTA MARIA DE LIMA;Primaria;Privada;CALLE MARIA PARADO DE BELLIDO MZ G2 LOTE 39 1 DE OCTUBRE - LIMA CERCADO;LIMA;150101;-12.03928,-77.06267;22
644799;LA CATOLICA;Secundaria;Privada;JIRON UCAYALI 235 LIMA CERCADO - LIMA CERCADO;LIMA;150101;-12.04786,-77.03078;21
1234582;SANTA MARIA DE BREÑA;Inicial - JardÍn;Privada;JIRON PEDRO RUIZ 122  - BREÑA;BREÑA;150105;-12.06972,-77.05016;100
1243310;SANTISIMA VIRGEN DEL ROSARIO DE YAUCA;Inicial - JardÍn;Privada;JIRON JOSE EUGENIO PAREDES 2575 ELIO - LIMA CERCADO;LIMA;150101;-12.0512,-77.07221;...
1198449;NIÑO JESUS DE PRAGA;Inicial - JardÍn;Privada;JIRON CONCHUCOS 278 BARRIOS ALTOS - LIMA CERCADO;LIMA;150101;-12.04609,-77.01147;20
1488717;SANTA ISABEL DE HUNGRIA;Inicial - JardÍn;Privada;AVENIDA NACIONES UNIDAS 1678 CHACRA RIOS NORTE - LIMA CERCADO;LIMA;150101;-12.05328,-77.06148;12
1488733;SAN PATRICIO;Inicial - JardÍn;Privada;CALLE CARLOS REVOLLEDO 1036 ROMA - LIMA CERCADO;LIMA;150101;-12.04853,-77.07633;10
744698;HONORES;Inicial - JardÍn;Privada;AVENIDA BOLIVIA 724  - BREÑA;BREÑA;150105;-12.056422,-77.045538;24
883652;HONORES;Primaria;Privada;AVENIDA BOLIVIA 724  - BREÑA;BREÑA;150105;-12.056422,-77.045538;89
1488774;REMAR;Inicial - JardÍn;Privada;JIRON CAMANA 963 CERCADO - LIMA CERCADO;LIMA;150101;-12.05242,-77.03709;21
1488832;HIJOS DE MARIA;Inicial - Cuna-jardÍn;Privada;AVENIDA PETIT THOUARS 1547  - LINCE;LINCE;150116;-12.07997,-77.03386;47
1489053;NUESTRA SEÑORA DE COCHARCAS;Secundaria;Privada;JIRON HUANUCO 942 ALTOS - LIMA CERCADO;LIMA;150101;-12.05531,-77.01851;165
1489061;LOS ROBLES;Primaria;Privada;JIRON CARLOS ARRIETA 1249 SANTA BEATRIZ - LIMA CERCADO;LIMA;150101;-12.07668,-77.032;120
1098268;DIVINO JESUS;Inicial - JardÍn;Privada;AVENIDA PROLONGACION ARICA 1957 CHACRA RIOS NORTE - LIMA CERCADO;LIMA;150101;-12.0548,-77.06022;...
1489145;JESUS SUBLIME MAESTRO;Inicial - JardÍn;Privada;JIRON MONSEFU 636 PARQUE UNION - LIMA CERCADO;LIMA;150101;-12.04255,-77.06151;13
1489152;MARIA DE LAS NIEVES;Primaria;Privada;AVENIDA MORALES DUAREZ 2753 MIRONES BAJOS - LIMA CERCADO;LIMA;150101;-12.03568,-77.07582;75
1198647;CARMELITAS;Inicial - JardÍn;Privada;CALLE SANTA PAULA 579 PANDO - LIMA CERCADO;LIMA;150101;-12.0646,-77.0771;...
605683;077 MANZANILLA;Inicial - Cuna-jardÍn;Pública de gesti¢n directa;AVENIDA NICOLAS AYLLON CDRA 3 S/N MANZANILLA - LIMA CERCADO;LIMA;150101;-12.05753,-77.01097;232
315507;005 JESUSITO MILAGROSO;Inicial - JardÍn;Pública de gesti¢n directa;AVENIDA MILITAR 1868  - LINCE;LINCE;150116;-12.08276,-77.03167;309
317750;1059 MARIA INMACULADA;Primaria;Pública de gesti¢n directa;AVENIDA MILITAR 1862  - LINCE;LINCE;150116;-12.0827,-77.03168;622
1198688;MEDALLITA MILAGROSA;Inicial - JardÍn;Privada;PASAJE ISABEL FLORES DE OLIVA 145 MIRONES ALTOS - LIMA CERCADO;LIMA;150101;-12.03591,-77.06489;39
1489251;BHONNER;Primaria;Privada;AVENIDA CESAR CANEVARO 978  - LINCE;LINCE;150116;-12.08464,-77.04338;18
1489301;SACO OLIVEROS;Inicial - JardÍn;Privada;JIRON TEODORO CARDENAS 457 SANTA BEATRIZ - LIMA CERCADO;LIMA;150101;-12.07729,-77.0331;...
1489319;SACO OLIVEROS;Primaria;Privada;JIRON TEODORO CARDENAS 457 SANTA BEATRIZ - LIMA CERCADO;LIMA;150101;-12.07729,-77.0331;374
1489327;SACO OLIVEROS;Secundaria;Privada;JIRON TEODORO CARDENAS 457 SANTA BEATRIZ - LIMA CERCADO;LIMA;150101;-12.07729,-77.0331;551
1489541;REMAR;Primaria;Privada;JIRON CAMANA 963 CERCADO - LIMA CERCADO;LIMA;150101;-12.05242,-77.03709;62
1489640;JESUS DE NAZARETH DE LIMA;Secundaria;Privada;JIRON CRESPO Y CASTILLO 2648 MIRONES BAJOS - LIMA CERCADO;LIMA;150101;-12.03684,-77.07458;0
1489665;TRILCE DE ROMA;Secundaria;Privada;CALLE EMILIO FERNANDEZ 641 - 649 SANTA BEATRIZ - LIMA CERCADO;LIMA;150101;-12.07279,-77.03221;626
1489673;FRIEDRICH GAUSS;Secundaria;Privada;JIRON JOAQUIN CAPELLO 3201 MIRONES BAJOS - LIMA CERCADO;LIMA;150101;-12.037282,-77.080767;56
1489764;HOGAR DE NAZARETH;Inicial - JardÍn;Privada;AVENIDA VENEZUELA CDRA 28 S/N PALOMINO - LIMA CERCADO;LIMA;150101;-12.05942,-77.0721;33
1489822;TRILCE DE BREÑA;Secundaria;Privada;JIRON ZORRITOS 159  - BREÑA;BREÑA;150105;-12.05085,-77.04339;831
1490051;SUEÑOS DE NIÑO;Inicial - JardÍn;Privada;JIRON PEDRO DAVALOS LISSON 154  - LIMA CERCADO;LIMA;150101;-12.05151,-77.03947;21
1489194;NUESTRA SEÑORA DEL BUEN CONSEJO;Primaria;Privada;JIRON POMABAMBA 612  - BREÑA;BREÑA;150105;-12.05119,-77.04844;324
1490085;PRIMEROS TRAZOS;Inicial - JardÍn;Privada;JIRON FRANCISCO MOREYRA Y RIGLOS 318 MARISCAL BENAVIDES - LIMA CERCADO;LIMA;150101;-12.05288,-77.07844;27
1490093;VIRGEN DE MEDJUGORJE;Inicial - JardÍn;Privada;JIRON CARLOS LARRABURE Y CORREA 2591 LAS CIPRESES AVEP - LIMA CERCADO;LIMA;150101;-12.05281,-77.07565;39
1490127;JESUS REPARADOR;Secundaria;Privada;JIRON CUZCO 723 BARRIOS ALTOS - LIMA CERCADO;LIMA;150101;-12.053,-77.02635;163
1490168;DANTE ALIGHIERI;Inicial - JardÍn;Privada;AVENIDA PETIT THOUARS 1090 SANTA BEATRIZ - LIMA CERCADO;LIMA;150101;-12.0753,-77.03477;102
1490192;SANTA ROSA DE LIMA;Inicial - JardÍn;Privada;JIRON JOAQUIN BERNAL 650  - LINCE;LINCE;150116;-12.087214,-77.038986;103
1490275;SUEÑOS DE NIÑO;Primaria;Privada;JIRON PEDRO DAVALOS LISSON 154  - LIMA CERCADO;LIMA;150101;-12.05151,-77.03947;48
1490598;BERTOLT BRECHT;Inicial - JardÍn;Privada;AVENIDA COLONIAL 2798 LIMA CERCADO - LIMA CERCADO;LIMA;150101;-12.04986,-77.07887;135
1490713;DIVINO Y SAGRADO CORAZON DE JESUS;Primaria;Privada;JIRON SUECIA 1216 SAN RAFAEL - LIMA CERCADO;LIMA;150101;-12.0494,-77.06061;153
1490721;DIVINO Y SAGRADO CORAZON DE JESUS;Secundaria;Privada;JIRON SUECIA 1216 SAN RAFAEL - LIMA CERCADO;LIMA;150101;-12.0494,-77.06061;123
1490846;DANTE ALIGHIERI;Primaria;Privada;AVENIDA PETIT THOUARS 1090 SANTA BEATRIZ - LIMA CERCADO;LIMA;150101;-12.0753,-77.03477;328
1490879;MI PRIMER PASO;Primaria;Privada;JIRON PEDRO RUIZ GALLO 378  - BREÑA;BREÑA;150105;-12.06765,-77.05273;41
1491000;MY SWEET HOME;Inicial - JardÍn;Privada;CALLE PUMACAHUA 2312  - LINCE;LINCE;150116;-12.08497,-77.04328;17
1491315;LOS REYES SABIOS;Inicial - JardÍn;Privada;JIRON CAPITAN RUY DIAZ 257 EL PLANETA - LIMA CERCADO;LIMA;150101;-12.03929,-77.05611;35
1491398;PNP CAP. ALIPIO PONCE VASQUEZ;Inicial - JardÍn;Pública de gesti¢n directa;AVENIDA SEBASTIAN LORENTE 769 BARRIOS ALTOS - LIMA CERCADO;LIMA;150101;-12.050325,-77.012703;68
1491406;JESUCITO DE BREÑA;Inicial - JardÍn;Privada;JIRON NAPO 1161  - BREÑA;BREÑA;150105;-12.06136,-77.05581;21
1491455;VICTOR ANDRES BELAUNDE;Inicial - JardÍn;Privada;JIRON CHOTA 855 LIMA CERCADO - LIMA CERCADO;LIMA;150101;-12.05054,-77.04076;10
1491463;VICTOR ANDRES BELAUNDE;Primaria;Privada;JIRON CHOTA 855 LIMA CERCADO - LIMA CERCADO;LIMA;150101;-12.05054,-77.04076;52
1491471;VICTOR ANDRES BELAUNDE;Secundaria;Privada;JIRON CHOTA 855 LIMA CERCADO - LIMA CERCADO;LIMA;150101;-12.05054,-77.04076;27
1491521;REMAR;Secundaria;Privada;JIRON CAMANA 963 CERCADO - LIMA CERCADO;LIMA;150101;-12.05242,-77.03709;62
1491604;CAMINITO DEL SABER;Inicial - JardÍn;Privada;CALLE TENIENTE ARISTIDES DEL CARPIO MUÑOZ 1558 LOS CIPRESES - LIMA CERCADO;LIMA;150101;-12.05537,-77.07818;12
1491638;SANTISIMA VIRGEN DEL ROSARIO DE YAUCA;Primaria;Privada;JIRON JOSE EUGENIO PAREDES 2575 ELIO - LIMA CERCADO;LIMA;150101;-12.0512,-77.07221;...
1491703;111 SAN JOSE DE ARTESANOS;Inicial - JardÍn;Pública de gesti¢n directa;JIRON AYACUCHO 179 LIMA CERCADO - LIMA CERCADO;LIMA;150101;-12.04645,-77.02476;220
1491711;TERESA DE CALCUTA EN TRINIDAD;Primaria;Privada;JIRON GUALBERTO GUEVARA 587 LA TRINIDAD - LIMA CERCADO;LIMA;150101;-12.05125,-77.06657;55
1491729;TERESA DE CALCUTA EN TRINIDAD;Secundaria;Privada;JIRON GUALBERTO GUEVARA 587 LA TRINIDAD - LIMA CERCADO;LIMA;150101;-12.05125,-77.06657;55
1491760;SANTA DOMITILA;Inicial - Cuna-jardÍn;Privada;CALLE SANTA DOMITILA 280 SANTA EMMA - LIMA CERCADO;LIMA;150101;-12.06583,-77.07555;36
1491828;LIMA SANTA BEATRIZ;Inicial - JardÍn;Privada;AVENIDA PASEO DE LA REPUBLICA 690 SANTA BEATRIZ - LIMA CERCADO;LIMA;150101;-12.06482,-77.03387;14
1491836;LIMA SANTA BEATRIZ;Primaria;Privada;AVENIDA PASEO DE LA REPUBLICA 690 SANTA BEATRIZ - LIMA CERCADO;LIMA;150101;-12.06482,-77.03387;85
1491935;HAPPY WORLD KIDS SCHOOL;Inicial - JardÍn;Privada;JIRON NAPO 201  - BREÑA;BREÑA;150105;-12.05228,-77.05243;34
1491968;MEDALLITA MILAGROSA;Primaria;Privada;PASAJE ISABEL FLORES DE OLIVA 145 MIRONES ALTOS - LIMA CERCADO;LIMA;150101;-12.03591,-77.06489;29
1492016;1165 HOLANDA;Inicial - JardÍn;Pública de gesti¢n directa;JIRON HOLANDA 2276 CHACRA RIOS NORTE - LIMA CERCADO;LIMA;150101;-12.051252,-77.063076;90
1492198;1015 REPUBLICA DE ITALIA;Inicial - JardÍn;Pública de gesti¢n directa;AVENIDA VENEZUELA CDRA 27 BLOCK 5 S/N PALOMINO - LIMA CERCADO;LIMA;150101;-12.05946,-77.07164;111
1492206;022 REPUBLICA DE GUATEMALA;Inicial - JardÍn;Pública de gesti¢n directa;JIRON MANUEL PARDO 225 BARRIOS ALTOS - LIMA CERCADO;LIMA;150101;-12.04685,-77.01556;91
1492214;DIVINO NIÑO JESUS DE BREÑA;Inicial - JardÍn;Privada;JIRON CASTROVIRREYNA 1146 AZCONA - BREÑA;BREÑA;150105;-12.06171,-77.05804;32
1492305;FRIEDRICH GAUSS;Inicial - JardÍn;Privada;JIRON JOAQUIN CAPELLO 3201 MIRONES BAJOS - LIMA CERCADO;LIMA;150101;-12.037282,-77.080767;9
1492354;SAN FRANCISCO DE ASIS DE BREÑA;Primaria;Privada;AVENIDA BOLIVIA 697  - BREÑA;BREÑA;150105;-12.05655,-77.0445;136
1492388;SAINT PATRICK;Primaria;Privada;JIRON TNTE ARISTIDES DEL CARPIO 1625 LAS CIPRESES AVEP - LIMA CERCADO;LIMA;150101;-12.05636,-77.07814;129
1492412;BARCIA BONIFATTI;Secundaria;Privada;JIRON PEREZ DE TUDELA 3055 MIRONES BAJOS - LIMA CERCADO;LIMA;150101;-12.03755,-77.0792;87
1067297;SOR INES;Inicial - JardÍn;Privada;CALLE BELISARIO FLORES 178  - LINCE;LINCE;150116;-12.08162,-77.037;83
1492461;SOR INES;Primaria;Privada;CALLE BELISARIO FLORES 178  - LINCE;LINCE;150116;-12.08162,-77.037;137
1492479;1035 JOSE DEL CARMEN MARIN ARISTA;Inicial - JardÍn;Pública de gesti¢n directa;AVENIDA NICOLAS DE PIEROLA 1533 LIMA CERCADO - LIMA CERCADO;LIMA;150101;-12.05579,-77.02819;137
1032796;SANTISIMO DE JESUS;Inicial - JardÍn;Privada;JIRON CARHUAZ 190  - BREÑA;BREÑA;150105;-12.077506,-77.067766;34
1033919;SANTISIMO DE JESUS;Primaria;Privada;JIRON CARHUAZ 190  - BREÑA;BREÑA;150105;-12.077506,-77.067766;85
1492537;TRECE DE MAYO;Primaria;Privada;JIRON PARIACOTO 649  - BREÑA;BREÑA;150105;-12.05243,-77.05007;68
1492594;ALBORADA;Secundaria;Privada;JIRON MANUEL CANDAMO 253  - LINCE;LINCE;150116;-12.08228,-77.03414;46
1327212;ILLARIY;Primaria;Privada;AVENIDA GENERAL CESAR CANEVARO 1591 MIRAFLORES - LINCE;LINCE;150116;-12.08549,-77.04815;24
1304013;SANTA PATRICIA;Inicial - JardÍn;Privada;JIRON JOSE FELIX BOGADO 2417 LAS CIPRESES AVEP - LIMA CERCADO;LIMA;150101;-12.05066,-77.07302;46
1304948;APRENDIENDO A APRENDER;Inicial - JardÍn;Privada;JIRON CARLOS REVOLLEDO 1025 ROMA - LIMA CERCADO;LIMA;150101;-12.04814,-77.07621;26
1306869;SAN IGNACIO DE MONTERRICO - SIDEM;Inicial - JardÍn;Privada;JIRON TARATA 351-359 BARRIOS ALTOS - LIMA CERCADO;LIMA;150101;-12.05655,-77.01996;14
1306877;SAN IGNACIO DE MONTERRICO - SIDEM;Primaria;Privada;JIRON TARATA 351-359 BARRIOS ALTOS - LIMA CERCADO;LIMA;150101;-12.05655,-77.01996;32
1306810;EL MUNDO DE LOS NIÑOS FELICES;Inicial - JardÍn;Privada;CALLE PEDRO DONOFRIO 330  - BREÑA;BREÑA;150105;-12.06469,-77.05792;11
1318948;MI SAGRADITA FAMILIA;Inicial - JardÍn;Privada;JIRON YAPURA 166-170  - BREÑA;BREÑA;150105;-12.05135,-77.04667;26
1319003;MUNDO AZUL;Inicial - Cuna-jardÍn;Privada;JIRON AGUARICO 576 BREÑA - BREÑA;BREÑA;150105;-12.05392,-77.05064;31
1322494;HAPPY FACES;Inicial - JardÍn;Privada;JIRON JOAQUIN CAPELLO 3315 MIRONES BAJOS - LIMA CERCADO;LIMA;150101;-12.03699,-77.07925;14
1327576;JORGE BASADRE;Primaria;Privada;JIRON ARISTIDES DEL CARPIO MUÑOZ 1138 LIMA CERCADO - LIMA CERCADO;LIMA;150101;-12.05043,-77.07658;48
